bowl,wickets,runs,balls,econ,avg
Alusine Turay,12,118,112,6.32,9.83
Alviro Petersen,0,12,12,6.0,
Alzarri Joseph,208,4998,3639,8.24,24.03
Amad Butt,65,1636,1109,8.85,25.17
Amal Athulathmudali,3,108,103,6.29,36.0
Amal Jacob,10,317,278,6.84,31.7
Aman Bhadoriya,0,61,54,6.78,
Aman Chaubey,3,126,89,8.49,42.0
Aman Hakim Khan,4,131,99,7.94,32.75
Aman Kumar,1,11,12,5.5,11.0
Aman Maheshwari,5,176,114,9.26,35.2
Aman Rao,1,53,31,10.26,53.0
Amandeep Singh,14,301,270,6.69,21.5
Amanpreet Sirah,25,463,417,6.66,18.52
Amantha Perera,0,17,18,5.67,
Amanullah,2,123,78,9.46,61.5
Amanullah Rafiqi,0,7,7,6.0,
Amar Sharma,26,907,722,7.54,34.88
Amarpreet Mehmi,6,181,147,7.39,30.17
Amartya Kaul,4,31,35,5.31,7.75
Ameel Mauroof,12,361,274,7.91,30.08
Ameer Hamzah,4,35,38,5.53,8.75
Ameer Saiyed,4,121,85,8.54,30.25
Amien Miflal,1,33,18,11.0,33.0
Amila Aponso,62,925,959,5.79,14.92
Amila Madusanka,2,27,32,5.06,13.5
Aminul Islam,27,547,438,7.49,20.26
Aminul Islam Chowdhury,2,14,19,4.42,7.0
Amir Ali,3,102,85,7.2,34.0
Amir Butt,4,35,39,5.38,8.75
Amir Farooq,22,419,353,7.12,19.05
Amir Hamza,79,1752,1647,6.38,22.18
Amir Hayat,7,103,86,7.19,14.71
Amir Mangal,1,32,28,6.86,32.0
Amir Zaib,8,145,129,6.74,18.12
Amir Zazai,3,57,43,7.95,19.0
Amish Sidhu,6,110,92,7.17,18.33
Amit Ali,0,25,11,13.64,
Amit Dhingra,18,350,282,7.45,19.44
Amit Kumar,0,16,6,16.0,
Amit Mishra,85,2154,1715,7.54,25.34
Amit Nathwani,20,400,347,6.92,20.0
Amit Rana,5,65,56,6.96,13.0
Amit Verma,0,37,12,18.5,
Amit Yadav,10,128,133,5.77,12.8
Amith Eranda,0,15,13,6.92,
Amitha Dabare,0,27,18,9.0,
Amitha Kaushalya,0,15,6,15.0,
Amjad Javed,34,524,437,7.19,15.41
Amjad Khan,5,116,118,5.9,23.2
Amjad Mahboob,38,751,572,7.88,19.76
Amjad Sher,43,760,725,6.29,17.67
Amlanjyoti Das,2,53,43,7.4,26.5
Ammad Uddin,0,10,6,10.0,
Ammar Khalid,13,174,164,6.37,13.38
Amoda Widanapathirana,0,4,1,24.0,
Amoluk Singh,7,170,172,5.93,24.29
Amrit Lubana,1,25,12,12.5,25.0
Amshi de Silva,2,146,95,9.22,73.0
Amulya Pandrekar,2,48,42,6.86,24.0
Anamul Haque,0,31,19,9.79,
Anand Mongar,2,29,25,6.96,14.5
Anand Singh,2,46,37,7.46,23.0
Anantha Krishna,18,381,263,8.69,21.17
Anaru Kitchen,22,867,652,7.98,39.41
Anas Khan,29,383,369,6.23,13.21
Anasim Khan,7,159,129,7.4,22.71
Anastasios Manousis,2,51,44,6.95,25.5
Anderson Phillip,11,416,288,8.67,37.82
Andile Mokgakane,3,21,24,5.25,7.0
Andile Phehlukwayo,124,2753,2044,8.08,22.2
Andile Simelane,10,422,277,9.14,42.2
Andre Fletcher,4,79,61,7.77,19.75
Andre Jarju,7,255,164,9.33,36.43
Andre Malan,2,123,80,9.22,61.5
Andre McCarthy,0,42,29,8.69,
Andre Odendaal,2,57,36,9.5,28.5
Andre Russell,447,10052,7017,8.6,22.49
Andrea Agathangelou,1,23,17,8.12,23.0
Andreas Alexander,3,19,24,4.75,6.33
Andreas Hawoe,3,43,31,8.32,14.33
Andrew Banner,0,17,12,8.5,
Andrew Birch,66,1265,971,7.82,19.17
Andrew Britton,3,82,81,6.07,27.33
Andrew Donovan,3,142,128,6.66,47.33
Andrew Ellis,32,712,509,8.39,22.25
Andrew Fekete,10,294,171,10.32,29.4
Andrew Flintoff,2,70,36,11.67,35.0
Andrew Hazeldine,19,555,422,7.89,29.21
Andrew Mansale,6,113,92,7.37,18.83
Andrew McDonald,1,21,12,10.5,21.0
Andrew Michael,3,69,64,6.47,23.0
Andrew Parys,4,150,85,10.59,37.5
Andrew Rasemene,19,324,238,8.17,17.05
Andrew Reyes,18,362,280,7.76,20.11
Andrew Salter,59,1726,1247,8.3,29.25
Andrew Samuels,3,126,102,7.41,42.0
Andrew Sheridan,1,70,40,10.5,70.0
Andrew Tye,365,6950,5242,7.95,19.04
Andrew Yon,13,182,159,6.87,14.0
Andrija Curavic,1,11,6,11.0,11.0
Andy Carter,13,329,226,8.73,25.31
Andy Gorvin,22,565,394,8.6,25.68
Andy McBrine,73,1437,1268,6.8,19.68
Andy Solomons,31,651,480,8.14,21.0
Aneesh Kapil,1,25,18,8.33,25.0
Aneesh Kumar,21,574,525,6.56,27.33
Angelo Jayasinghe,0,1,2,3.0,
Angelo Mathews,38,1215,960,7.59,31.97
Angelo Perera,17,277,241,6.9,16.29
Angus McKenzie,26,494,364,8.14,19.0
Angus Olliver,9,133,105,7.6,14.78
Angus Schaw,18,335,271,7.42,18.61
Anik Ahmed,2,74,52,8.54,37.0
Aniket Choudhary,23,554,423,7.86,24.09
Aniketh Pusthay,9,129,106,7.3,14.33
Anikethreddy,3,66,72,5.5,22.0
Anil Parmar,33,449,426,6.32,13.61
Anilkumar Natubhai Ahir,19,271,321,5.07,14.26
Anique Uddin,6,97,80,7.28,16.17
Aniru Conteh,9,123,123,6.0,13.67
Anirudh Singh,2,16,18,5.33,8.0
Anish Charak,0,37,29,7.66,
Anish Paraam,8,273,188,8.71,34.12
Anish Prasad,0,53,31,10.26,
Anish Shah,0,20,12,10.0,
Anisul Islam Emon,11,240,161,8.94,21.82
Anjana De Silva,0,22,13,10.15,
Anjar Tadarus,18,383,329,6.98,21.28
Ankit Chaudhary,2,58,48,7.25,29.0
Ankit Dubey,3,23,33,4.18,7.67
Ankit Gupta,3,89,71,7.52,29.67
Ankit Kushwah,2,57,37,9.24,28.5
Ankit Patel,0,3,7,2.57,
Ankit Rajpoot,32,917,654,8.41,28.66
Ankit Sharma,14,406,320,7.61,29.0
Ankit Soni,4,144,112,7.71,36.0
Ankit Yadav,2,41,24,10.25,20.5
Ankitkar Jaiswal,0,25,19,7.89,
Ankur Panwar,1,50,26,11.54,50.0
Ankush Bedi,4,87,62,8.42,21.75
Ankush Nanda,26,681,554,7.38,26.19
Anmoldeep Singh,0,55,40,8.25,
Anoop Orsu,1,53,34,9.35,53.0
Anowarul Islam,0,25,21,7.14,
Anrich Nortje,192,3973,3169,7.52,20.69
Ansar Iqbal,0,16,13,7.38,
Ansh Patel,8,35,67,3.13,4.38
Ansh Trivedi,0,15,6,15.0,
Anshul Kamboj,26,560,397,8.46,21.54
Anshuman Raj,2,34,25,8.16,17.0
Anshy Rath,8,374,295,7.61,46.75
Anskumar Ahir,1,37,37,6.0,37.0
Anthony Hawkins-Kay,8,161,135,7.16,20.12
Anthony Razmilic,4,260,157,9.94,65.0
Anthony Stokes,23,355,370,5.76,15.43
Anton Devcich,34,899,734,7.35,26.44
Antonie Muller,0,7,9,4.67,
Antum Naqvi,14,257,233,6.62,18.36
Anubhav Dhar,0,30,18,10.0,
Anucha Kalasi,12,177,227,4.68,14.75
Anudeep Chenthamara,12,152,140,6.51,12.67
Anuj Dal,0,8,6,8.0,
Anuj Raj,8,126,84,9.0,15.75
Anuk Fernando,41,702,589,7.15,17.12
Anuk de Alwis,10,317,223,8.53,31.7
Anuka Wijewardhana,3,32,34,5.65,10.67
Anukul Roy,14,471,387,7.3,33.64
Anunay Singh,0,9,6,9.0,
Anurag Tripathi,2,26,13,12.0,13.0
Anurag Verma,35,732,524,8.38,20.91
Anureet Singh,20,603,422,8.57,30.15
Anurudda Rajapakse,5,124,99,7.52,24.8
Anushka Perera,4,35,43,4.88,8.75
Anwar Ali,112,3322,2281,8.74,29.66
Anwar Rahman,26,360,355,6.08,13.85
Apete Sokovagone,0,39,25,9.36,
Aphiwe Mnyanda,0,46,43,6.42,
Aphiwe Yako,0,10,20,3.0,
Aphsal Ashraf,2,35,24,8.75,17.5
Apolinaire Stephen,19,340,300,6.8,17.89
Appolinaire Mengoumou,1,72,35,12.34,72.0
Apriliandi Rahayu,15,253,268,5.66,16.87
Apurva Anand,0,14,6,14.0,
Aqeel Wahid,5,165,150,6.6,33.0
Aqib Ilyas,52,821,817,6.03,15.79
Aqib Iqbal,81,1483,1415,6.29,18.31
Aqil Khan,2,58,43,8.09,29.0
Arab Gul,28,468,394,7.13,16.71
Arafat Minhas,9,198,213,5.58,22.0
Arafat Sunny,119,2534,2192,6.94,21.29
Arafat Sunny jnr,2,87,60,8.7,43.5
Aravinda Akurugoda,5,132,107,7.4,26.4
Aravinda Premaratne,17,394,336,7.04,23.18
Archie Lenham,13,478,350,8.19,36.77
Arfaz Ahmed,2,44,32,8.25,22.0
Arif Ahmed,4,171,117,8.77,42.75
Arif Khan,0,55,24,13.75,
Arif Nasir Uddin,0,61,50,7.32,
Arif Ullah,10,179,137,7.84,17.9
Arif Yaqoob,15,246,189,7.81,16.4
Ariful Haque,11,587,358,9.84,53.36
Ariful Hasan,1,46,36,7.67,46.0
Ariharan Kuthalingham,1,24,31,4.65,24.0
Arinesto Vezha,2,54,44,7.36,27.0
Arish Ali Khan,4,64,43,8.93,16.0
Aristides Karvelas,10,241,164,8.82,24.1
Arjit Gupta,0,12,12,6.0,
Arjun Nair,23,615,486,7.59,26.74
Arjun Shahi,18,341,295,6.94,18.94
Arjun Tendulkar,13,291,246,7.1,22.38
Arjun Vinod,5,282,199,8.5,56.4
Arjunsingh Rajpurohit,3,106,66,9.64,35.33
Armand Erasmus,15,299,262,6.85,19.93
Arnab Nandi,3,88,67,7.88,29.33
Arnold Shara,0,53,36,8.83,
Aron Nijjar,31,1033,753,8.23,33.32
Arosh Janoda,7,162,137,7.09,23.14
Arpit Shukla,1,52,39,8.0,52.0
Arron Lilley,42,1195,956,7.5,28.45
Arsal Sheikh,3,63,32,11.81,21.0
Arsalan Ahmed,6,82,71,6.93,13.67
Arshad Iqbal,59,1366,982,8.35,23.15
Arshad Khan,13,595,360,9.92,45.77
Arshdeep Singh,234,4951,3681,8.07,21.16
Arslan Amjad,13,248,155,9.6,19.08
Arslan Basharat,1,47,34,8.29,47.0
Arul Pragasam,1,45,37,7.3,45.0
Arul Prakash,2,55,42,7.86,27.5
Arulprakasam Aravindaraj,0,9,6,9.0,
Arumugaganesh Nagarajan,2,94,76,7.42,47.0
Arun Ashokan,21,539,442,7.32,25.67
Arun Chaprana,4,117,76,9.24,29.25
Arun Gokoel,11,149,142,6.3,13.55
Arun Lal,0,18,6,18.0,
Arun Sathyan,1,16,16,6.0,16.0
Arun Yadav,6,105,73,8.63,17.5
Arup Das,0,58,39,8.92,
Arvind Kerai,0,9,6,9.0,
Aryaman Sunil,19,662,477,8.33,34.84
Aryaman Varma,2,40,36,6.67,20.0
Aryan Bisht,1,49,44,6.68,49.0
Aryan Dutt,25,562,503,6.7,22.48
Aryan Lakra,2,54,44,7.36,27.0
Aryaveer Chaudhary,3,97,81,7.19,32.33
Arzan Nagwaswalla,16,282,240,7.05,17.62
Asa Tribe,0,31,36,5.17,
Asad Ali,9,240,149,9.66,26.67
Asad Ali Rehemtulla,18,404,297,8.16,22.44
Asad Mohammad,4,153,129,7.12,38.25
Asad Raza,2,85,56,9.11,42.5
Asad Shafiq,3,60,49,7.35,20.0
Asadulla Al Galib,3,109,96,6.81,36.33
Asaduzzaman Payel,24,399,332,7.21,16.62
Asakhe Tsaka,2,45,43,6.28,22.5
Asanka Lakshan,2,87,56,9.32,43.5
Asanka Manoj,10,187,133,8.44,18.7
Asanka Weligamage,7,326,212,9.23,46.57
Asantha Basnayake,0,21,12,10.5,
Asantha Singappuli,5,135,94,8.62,27.0
Asel Sigera,19,314,296,6.36,16.53
Asela Gunaratne,54,1334,1110,7.21,24.7
Asela Sampath,0,30,18,10.0,
Asghar Afghan,3,51,35,8.74,17.0
Asghar Atal,2,12,12,6.0,6.0
Ashan Dilhara,4,53,49,6.49,13.25
Ashan Madhushanka,0,29,18,9.67,
Ashan Priyanjan,57,1040,1013,6.16,18.25
Ashan Randika,1,7,6,7.0,7.0
Ashar Zaidi,35,780,694,6.74,22.29
Ashay Palkar,3,65,69,5.65,21.67
Ashen Abeykoon,0,14,12,7.0,
Ashen Bandara,5,118,73,9.7,23.6
Ashen Dulara,1,16,13,7.38,16.0
Ashen Perera,2,22,20,6.6,11.0
Ashen Silva,1,15,6,15.0,15.0
Ashfaq Ahmed,1,20,25,4.8,20.0
Ashian Daniel,23,314,307,6.14,13.65
Ashiqullah Said,14,169,208,4.88,12.07
Ashiqur Zaman,0,98,58,10.14,
Ashir Qureshi,1,61,42,8.71,61.0
Ashish Hooda,0,31,12,15.5,
Ashish Nehra,69,1329,1095,7.28,19.26
Ashish Rai,1,47,20,14.1,47.0
Ashish Rana,3,48,45,6.4,16.0
Ashish Reddy,5,89,60,8.9,17.8
Ashish Yadav,1,42,37,6.81,42.0
Ashith Rajiv,4,96,93,6.19,24.0
Ashley Mufandauya,1,32,18,10.67,32.0
Ashley Nurse,22,917,693,7.94,41.68
Ashmead Nedd,18,481,399,7.23,26.72
Ashok Bishnoi,12,302,235,7.71,25.17
Ashok Dinda,25,608,440,8.29,24.32
Ashok Menaria,0,10,6,10.0,
Ashok Sharma,3,114,72,9.5,38.0
Ashraful Hasan Rohan,2,86,61,8.46,43.0
Ashraful Shuvo,0,46,40,6.9,
Ashton Agar,139,3758,3192,7.06,27.04
Ashton Turner,27,749,603,7.45,27.74
Ashutosh Aman,5,130,97,8.04,26.0
Ashwani Kumar,12,384,216,10.67,32.0
Ashwin Das,3,83,66,7.55,27.67
Ashwin Hebbar,0,71,31,13.74,
Ashwin Vinod,29,536,472,6.81,18.48
Asif Afridi,49,1186,1010,7.05,24.2
Asif Ahmed,0,48,26,11.08,
Asif Ali,44,810,736,6.6,18.41
Asif Bevinje,15,248,224,6.64,16.53
Asif Hasan,18,428,392,6.55,23.78
Asif Iqbal,4,42,30,8.4,10.5
Asif Javed,11,104,120,5.2,9.45
Asif Khan,0,3,6,3.0,
Asif Mehmood,5,55,42,7.86,11.0
Asif Raza,0,7,6,7.0,
Asif Shaikh,13,280,270,6.22,21.54
Asim Ashraf,0,115,63,10.95,
Asiri Karunaratne,2,17,27,3.78,8.5
Asiri de Silva,0,17,6,17.0,
Asith Weerasuriya,0,49,18,16.33,
Asitha Fernando,69,1552,1139,8.18,22.49
Asitha Jayawardana,1,42,21,12.0,42.0
Asitha Wanninayake,1,51,37,8.27,51.0
Asjath Khan,2,37,24,9.25,18.5
Aslam Bera,7,202,173,7.01,28.86
Aslam Mohammad,6,176,163,6.48,29.33
Aslan Jafri,9,176,138,7.65,19.56
Asrar Ahmed,5,105,81,7.78,21.0
Assad Borham,0,12,6,12.0,
Assad Mehmood,1,29,43,4.05,29.0
Assad Vala,39,645,600,6.45,16.54
Aswad Khan,0,42,30,8.4,
Aswin Crist,2,63,36,10.5,31.5
Atagul Ahmadhel,2,58,40,8.7,29.0
Ataullah,1,39,22,10.64,39.0
Ateeq Iqbal,38,795,762,6.26,20.92
Ateeq Javid,11,431,324,7.98,39.18
Athar Mahmood,2,104,77,8.1,52.0
Atharva Ankolekar,6,245,187,7.86,40.83
Atharva Taide,1,38,14,16.29,38.0
Atif Ali Khan,1,43,24,10.75,43.0
Atif Jabbar,5,176,128,8.25,35.2
Atif Kamal,13,182,159,6.87,14.0
Atif Mehmood,26,403,488,4.95,15.5
Atif Rasheed,6,63,54,7.0,10.5
Atif Sheikh,5,141,104,8.13,28.2
Atif-Ur-Rehman,18,359,384,5.61,19.94
Atit Sheth,26,416,322,7.75,16.0
Attie Maposa,20,364,327,6.68,18.2
Atwell Mokgoloboto,0,9,6,9.0,
Aubrey Swanepoel,34,776,654,7.12,22.82
Aue Parima,5,96,69,8.35,19.2
Augusto Mustafa,0,9,21,2.57,
Aung Ko Ko,5,72,72,6.0,14.4
Auqib Nabi,4,110,89,7.42,27.5
Austin Lazarus,3,72,66,6.55,24.0
Aveesha Keshan,0,15,6,15.0,
Avesh Khan,141,3480,2435,8.57,24.68
Avi Barot,1,31,18,10.33,31.0
Avi Dixit,5,83,85,5.86,16.6
Avinash Karn,1,49,48,6.12,49.0
Avinash Pai,16,312,312,6.0,19.5
Avinash Thapa,1,15,6,15.0,15.0
Avinash Yadav,3,76,72,6.33,25.33
Avindu Theekshana,19,347,328,6.35,18.26
Avinov Choudhury,0,44,36,7.33,
Avishek Das,0,51,39,7.85,
Avishka Fernando,0,94,55,10.25,
Avishka Iroshan,10,165,108,9.17,16.5
Aviwe Mgijima,13,340,268,7.61,26.15
Avneesh Sudha,0,22,12,11.0,
Awad Naqvi,0,7,6,7.0,
Awais Ikram,6,166,108,9.22,27.67
Awais Malik,6,179,139,7.73,29.83
Awais Zia,0,65,37,10.54,
Axar Patel,205,5473,4477,7.33,26.7
Ayaan Khan,11,519,404,7.71,47.18
Ayabulela Gqamane,36,933,687,8.15,25.92
Ayan Bhattacharjee,0,27,19,8.53,
Ayan Desai,11,196,144,8.17,17.82
Ayana Siriwardhana,20,220,244,5.41,11.0
Ayantha de Silva,3,49,48,6.12,16.33
Ayavuya Myoli,14,449,335,8.04,32.07
Ayaz Dadabhai,13,163,180,5.43,12.54
Ayesh Harshana,3,30,29,6.21,10.0
Ayo Mene-Ejegi,12,261,254,6.17,21.75
Ayush Badoni,6,163,115,8.5,27.17
Ayush Goyal,2,137,66,12.45,68.5
Ayush Jamwal,0,35,31,6.77,
Ayush Shukla,47,1281,1026,7.49,27.26
Ayyaz Qureshi,5,114,82,8.34,22.8
Azam Hussain,17,423,324,7.83,24.88
Azam Khalil,9,178,189,5.65,19.78
Azam Khan,1,74,45,9.87,74.0
Azeem Rafiq,42,979,735,7.99,23.31
Azhar Ali,1,63,60,6.3,63.0
Azhar Attari,7,116,121,5.75,16.57
Azhar Mahmood,18,473,360,7.88,26.28
Azharullah,35,899,631,8.55,25.69
Azim Kazi,2,66,54,7.33,33.0
Azim Zadran,15,139,172,4.85,9.27
Aziz Mohammad,12,342,256,8.02,28.5
Aziz Sualley,5,106,101,6.3,21.2
Azmat Ali,0,9,8,6.75,
Azmatullah Omarzai,161,3725,2777,8.05,23.14
Azri Azhar,0,26,27,5.78,
Azyan Farhath,20,261,247,6.34,13.05
B Punnaiah,1,22,18,7.33,22.0
B Shiva,0,18,12,9.0,
Baba Aparajith,6,94,104,5.42,15.67
Babar Khan,7,309,207,8.96,44.14
Babar Rehman,2,84,49,10.29,42.0
Babashafi Pathan,4,82,69,7.13,20.5
Bahlakoana Mejaro,2,55,38,8.68,27.5
Bailapudi Yeswanth,1,44,34,7.76,44.0
Bailey Aarons,2,46,34,8.12,23.0
Bakhtiar Tahiri,3,190,122,9.34,63.33
Bakhtullah,1,22,24,5.5,22.0
Bakhtyar Nabi,14,244,200,7.32,17.43
Bal Krishna,13,254,165,9.24,19.54
Balaji Pai,18,430,390,6.62,23.89
Baljinder Singh,1,29,18,9.67,29.0
Baljit Singh,11,138,161,5.14,12.55
Baltej Singh,14,283,231,7.35,20.21
Bamanye Xenxe,20,291,216,8.08,14.55
Bandaru Ayyappa,3,87,51,10.24,29.0
Barinder Sran,31,839,619,8.13,27.06
Barry McCarthy,132,2981,2268,7.89,22.58
Barry Stroud,7,141,172,4.92,20.14
Bas de Leede,54,1180,890,7.96,21.85
Basant Regmi,25,399,350,6.84,15.96
Baseer Khan,5,36,52,4.15,7.2
Bashar Khan,6,72,103,4.19,12.0
Basharat Hussain,1,104,69,9.04,104.0
Basheeru-Deen Walters,39,1183,922,7.7,30.33
Bashir Ahmad,19,691,482,8.6,36.37
Bashir Shah,11,158,171,5.54,14.36
Basil George,2,159,105,9.09,79.5
Basil Hameed,39,670,562,7.15,17.18
Basil Thampi,26,995,631,9.46,38.27
Basir Ahamad,5,142,111,7.68,28.4
